Id,Label,kind,primaryType,types,url,dateAdded,dateRemoved,members,tradeable,equipable,indegree,outdegree,weightedIndegree,weightedOutdegree,pageLinkIndegree,pageLinkOutdegree,pageRank,pageLinkPageRank
"category:pies","Pies","category",,,,,,,,,24,0,12,0,0,0,0.00019734710613351884,0.00007764845047308417
"page:arabian","Arabian","page","music","music","https://oldschool.runescape.wiki/w/Arabian","2004-03-15",,"false",,,1,9,4,28,1,5,0.00009944015059568681,0.00008780247863584241
"page:arabian 2","Arabian 2","page","music","music","https://oldschool.runescape.wiki/w/Arabian_2","2004-03-15",,"false",,,0,11,0,28.5,0,6,0.00008884151385506988,0.00007764845047308417
"category:100bpm music","100bpm music","category",,,,,,,,,33,0,16.5,0,0,0,0.0002348092609828732,0.00007764845047308417
"page:arabian 3","Arabian 3","page","music","music","https://oldschool.runescape.wiki/w/Arabian_3","2004-03-15",,"true",,,3,4,12,2,3,0,0.00015393329374609695,0.00014677762360312753
"page:arabique","Arabique","page","music","music","https://oldschool.runescape.wiki/w/Arabique","2004-03-15",,"true",,,1,4,5,2,1,0,0.00010214177143507056,0.0000906148869309207
"page:arcenia root","Arcenia root","page","item","item","https://oldschool.runescape.wiki/w/Arcenia_root","2003-07-09",,"true","false","false",35,10,49,14,34,3,0.00041116607873206256,0.0006992784719612146
"page:archer (ardougne)","Archer (Ardougne)","page","monster","monster","https://oldschool.runescape.wiki/w/Archer_(Ardougne)","2004-03-29",,"true",,,0,8,0,5,0,2,0.00008884151385506988,0.00007764845047308417
"page:archer (burthorpe)","Archer (Burthorpe)","page","monster","monster","https://oldschool.runescape.wiki/w/Archer_(Burthorpe)","2004-08-09",,"true",,,13,6,13,3,13,0,0.0001574375876050072,0.00016130565087083925
"category:burthorpe","Burthorpe","category",,,,,,,,,23,0,11.5,0,0,0,0.00022205234440717672,0.00007764845047308417
"page:archer (lost city)","Archer (Lost City)","page","npc","npc","https://oldschool.runescape.wiki/w/Archer_(Lost_City)","2002-02-27",,"false",,,18,7,27,5,18,0,0.00022632529224627613,0.0021979970783633234
"page:archery ticket","Archery ticket","page","item","item","https://oldschool.runescape.wiki/w/Archery_ticket","2004-03-29",,"true","true","false",22,11,47,7.5,22,1,0.0003804282789115999,0.0007934269397333062
"category:currency","Currency","category",,,,,,,,,3,0,1.5,0,0,0,0.00036001393605932343,0.00007764845047308417
"category:ranged","Ranged","category",,,,,,,,,5,0,2.5,0,0,0,0.00021214960594185945,0.00007764845047308417
"page:archmage sedridor","Archmage Sedridor","page","npc","npc","https://oldschool.runescape.wiki/w/Archmage_Sedridor","2004-03-29",,"false",,,14,12,30,9.5,14,1,0.0002576851828290335,0.000547320392707413
"category:temple of the eye","Temple of the Eye","category",,,,,,,,,3,0,1.5,0,0,0,0.00010401115501717251,0.00007764845047308417
"category:wizards' tower","Wizards' Tower","category",,,,,,,,,8,0,4,0,0,0,0.00011189114192319606,0.00007764845047308417
"action:teleport","Teleport","action",,,,,,,,,9,0,16,0,0,0,0.0002487087782022519,0.00007764845047308417
"page:ardougne","Ardougne","page","location","location","https://oldschool.runescape.wiki/w/Ardougne","2002-04-30",,"true",,,168,10,574,6,167,2,0.0048888337197369736,0.008277852752022788
"category:west ardougne","West Ardougne","category",,,,,,,,,26,0,13,0,0,0,0.0005169555480776718,0.00007764845047308417
"category:ardougne","Ardougne","category",,,,,,,,,9,0,4.5,0,0,0,0.0004961262438567093,0.00007764845047308417
"category:kandarin","Kandarin","category",,,,,,,,,40,0,20,0,0,0,0.0007505221552833539,0.00007764845047308417
"page:ardougne baker's stall.","Ardougne Baker's Stall.","page","shop","shop","https://oldschool.runescape.wiki/w/Ardougne_Baker's_Stall.","2002-04-30",,"true",,,6,6,25,4,6,2,0.00025581849705959454,0.0006243323115075047
"page:ardougne castle","Ardougne Castle","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_Castle","2002-04-30",,"true",,,28,9,87,10,27,3,0.0004039746128245297,0.0005779210239079901
"page:ardougne fur stall.","Ardougne Fur Stall.","page","shop","shop","https://oldschool.runescape.wiki/w/Ardougne_Fur_Stall.","2002-04-30",,"true",,,2,6,9,4,2,2,0.00010450222065282889,0.0000941876548069919
"page:ardougne gem stall.","Ardougne Gem Stall.","page","shop","shop","https://oldschool.runescape.wiki/w/Ardougne_Gem_Stall.","2002-04-30",,"true",,,2,6,9,4,2,2,0.00010382864186582851,0.00009333949048217612
"page:ardougne market","Ardougne Market","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_Market","2002-04-30",,"true",,,12,6,42,4,9,2,0.0011852758887527508,0.0025647876082073094
"page:ardougne monastery","Ardougne Monastery","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_Monastery","2002-05-28",,"true",,,27,10,78,10,27,2,0.00039241070540217433,0.00045265005179758074
"category:monk's friend","Monk's Friend","category",,,,,,,,,6,0,3,0,0,0,0.00011873330144969232,0.00007764845047308417
"category:monasteries","Monasteries","category",,,,,,,,,2,0,1,0,0,0,0.00011014932713081842,0.00007764845047308417
"page:ardougne church","Ardougne church","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_church","2002-04-30",,"true",,,2,10,2,9.5,2,3,0.00009836462391166362,0.00009598211243361987
"category:churches","Churches","category",,,,,,,,,8,0,4,0,0,0,0.00010467559688264235,0.00007764845047308417
"page:ardougne farm","Ardougne farm","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_farm","2002-04-30",,"true",,,16,7,27,12,16,3,0.00027031932096963833,0.00030086048665580253
"category:farms","Farms","category",,,,,,,,,12,0,6,0,0,0,0.00015890720351307674,0.00007764845047308417
"page:ardougne north bank","Ardougne north bank","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_north_bank","2002-08-27",,"true",,,4,9,4,13.5,4,4,0.00010958613722550658,0.00010521365045610139
"page:ardougne sewers","Ardougne Sewers","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_Sewers","2002-08-27",,"true",,,42,11,129,12,42,5,0.0005229865149878712,0.0005745092389184699
"page:ardougne sewers mine","Ardougne Sewers mine","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_Sewers_mine","2002-04-30",,"true",,,13,11,16,23,13,5,0.00014272132250099637,0.00014146055496416017
"page:ardougne silver stall.","Ardougne Silver Stall.","page","shop","shop","https://oldschool.runescape.wiki/w/Ardougne_Silver_Stall.","2002-04-30",,"true",,,2,7,9,8,2,3,0.00010087049758944265,0.00009287949271722152
"page:ardougne south bank","Ardougne south bank","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_south_bank","2002-04-30",,"true",,,4,9,4,13.5,4,4,0.00010958613722550658,0.00010521365045610139
"page:ardougne spice stall.","Ardougne Spice Stall.","page","shop","shop","https://oldschool.runescape.wiki/w/Ardougne_Spice_Stall.","2002-05-08",,"true",,,2,6,9,4,2,2,0.00011612681304691593,0.00010978474629618412
"page:ardougne teleport","Ardougne teleport","page","spell","spell","https://oldschool.runescape.wiki/w/Ardougne_Teleport","2002-08-27",,"true",,,26,6,92,6.5,26,1,0.0013725554099812813,0.002150591999187514
"category:spells","Spells","category",,,,,,,,,51,0,25.5,0,0,0,0.0005862210773831681,0.00007764845047308417
"category:members' spells","Members' spells","category",,,,,,,,,21,0,10.5,0,0,0,0.0002814014771786136,0.00007764845047308417
"category:standard spells","Standard spells","category",,,,,,,,,51,0,25.5,0,0,0,0.0005862210773831681,0.00007764845047308417
"category:teleport spells","Teleport spells","category",,,,,,,,,6,0,3,0,0,0,0.0002148589225899009,0.00007764845047308417
"page:ardougne teleport scroll","Ardougne teleport scroll","page","item","item","https://oldschool.runescape.wiki/w/Ardougne_teleport_scroll","2002-08-27",,"true","false","false",20,14,20,15,20,4,0.00021282371237218474,0.00030599232672711877
"category:single-use ability unlock items","Single-use ability unlock items","category",,,,,,,,,1,0,0.5,0,0,0,0.00009487151903894266,0.00007764845047308417
"page:ardougne zoo","Ardougne Zoo","page","location","location","https://oldschool.runescape.wiki/w/Ardougne_Zoo","2002-04-30",,"true",,,24,9,63,14.5,23,4,0.00045604418220953117,0.0005649866221273261
"page:ardrigal","Ardrigal","page","item","item","https://oldschool.runescape.wiki/w/Ardrigal","2002-10-23",,"true","false","false",17,10,37,6.5,15,0,0.0002938654433177432,0.0007590749099422532
"category:herbs","Herbs","category",,,,,,,,,37,0,18.5,0,0,0,0.000242567688030598,0.00007764845047308417
"category:jungle potion","Jungle Potion","category",,,,,,,,,19,0,9.5,0,0,0,0.00014585314115959463,0.00007764845047308417
"page:ardrigal mixture","Ardrigal mixture","page","item","item","https://oldschool.runescape.wiki/w/Ardrigal_mixture","2003-08-20",,"true","false","false",21,12,23,14,20,2,0.00019661493963046495,0.0006110862201097244
"page:arhein","Arhein","page","npc","npc","https://oldschool.runescape.wiki/w/Arhein","2002-02-27",,"true",,,30,12,40,9,30,0,0.00042307417455770017,0.0010721356390411734
"category:merlin's crystal","Merlin's Crystal","category",,,,,,,,,22,0,11,0,0,0,0.0002357392673083398,0.00007764845047308417
"category:current affairs","Current Affairs","category",,,,,,,,,2,0,1,0,0,0,0.00011035381410175498,0.00007764845047308417
"category:catherby","Catherby","category",,,,,,,,,11,0,5.5,0,0,0,0.00017083910687986094,0.00007764845047308417
"page:arhein's general goods","Arhein's General Goods","page","shop","shop","https://oldschool.runescape.wiki/w/Arhein's_General_Goods","2002-02-27",,"true",,,2,8,2,12.5,2,3,0.00009694942304047617,0.00008589321497016313
"page:aris","Aris","page","npc","npc","https://oldschool.runescape.wiki/w/Aris","2001-01-04",,"false",,,45,11,52,7,45,0,0.00039198214473186823,0.0013339069112051037
"category:demon slayer","Demon Slayer","category",,,,,,,,,11,0,5.5,0,0,0,0.00013976797409811793,0.00007764845047308417
"category:recipe for disaster","Recipe for Disaster","category",,,,,,,,,22,0,11,0,0,0,0.00023623560871380633,0.00007764845047308417
"page:armadyl pendant","Armadyl pendant","page","item","item|monster","https://oldschool.runescape.wiki/w/Armadyl_pendant","2002-06-17",,"true","false","true",12,13,18,11,12,0,0.00020166449721556568,0.00023566363594963675
"category:temple of ikov","Temple of Ikov","category",,,,,,,,,16,0,8,0,0,0,0.0001579534514112135,0.00007764845047308417
"page:armour salesman","Armour salesman","page","npc","npc","https://oldschool.runescape.wiki/w/Armour_salesman","2004-03-29",,"true",,,16,10,16,16,16,2,0.00017780928515387677,0.00018778323980156908
"category:skill masters","Skill masters","category",,,,,,,,,11,0,5.5,0,0,0,0.00013147657322439303,0.00007764845047308417
"page:armoury","Armoury","page","shop","shop|guide","https://oldschool.runescape.wiki/w/Armoury","2002-10-23",,"true",,,7,5,19,3,7,1,0.0001561704747783564,0.0002497839543794027
"category:combat training camp","Combat Training Camp","category",,,,,,,,,5,0,2.5,0,0,0,0.00012528511563424745,0.00007764845047308417
"page:army of darkness","Army of Darkness","page","music","music","https://oldschool.runescape.wiki/w/Army_of_Darkness","2004-03-15",,"false",,,2,5,6,2.5,2,0,0.00031424752858461014,0.0004664829478027867
"page:arrival","Arrival","page","music","music","https://oldschool.runescape.wiki/w/Arrival","2004-03-15",,"false",,,5,5,23,2.5,5,0,0.000495378778343916,0.0006267448079560858
"page:arrow shaft","Arrow shaft","page","item","item|monster","https://oldschool.runescape.wiki/w/Arrow_shaft","2002-03-25",,"true","true","false",23,12,49,8,22,1,0.0005479842527606076,0.0010251760620720745
"page:arrows (scenery)","Arrows (scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Arrows_(scenery)","2004-01-21",,"true",,,0,6,0,4.5,0,0,0.00008884151385506988,0.00007764845047308417
"page:asgarnia","Asgarnia","page","location","location","https://oldschool.runescape.wiki/w/Asgarnia","2001-04-06",,,,,108,6,304,3.5,108,1,0.004828833765455191,0.009636355317597996
"category:regions","Regions","category",,,,,,,,,11,0,5.5,0,0,0,0.0007942325434132327,0.00007764845047308417
"category:municipal buildings","Municipal buildings","category",,,,,,,,,3,0,1.5,0,0,0,0.0006786268986151662,0.00007764845047308417
"page:asgarnian ale","Asgarnian ale","page","item","item|monster","https://oldschool.runescape.wiki/w/Asgarnian_ale","2001-04-06",,"false","true","false",19,14,39,10,19,0,0.0008776815861512756,0.00424788614295668
"category:drinks","Drinks","category",,,,,,,,,32,0,16,0,0,0,0.00023975422490689664,0.00007764845047308417
"page:asgarnian ice dungeon","Asgarnian Ice Dungeon","page","location","location","https://oldschool.runescape.wiki/w/Asgarnian_Ice_Dungeon","2001-04-06",,,,,16,10,43,17,16,4,0.00030270502391006036,0.00043673114113068954
"category:asgarnian ice dungeon","Asgarnian Ice Dungeon","category",,,,,,,,,7,0,3.5,0,0,0,0.0001140660199443263,0.00007764845047308417
"category:the knight's sword","The Knight's Sword","category",,,,,,,,,12,0,6,0,0,0,0.00011973737633395716,0.00007764845047308417
"page:ash","Ash","page","npc","npc","https://oldschool.runescape.wiki/w/Ash","2004-08-09",,"true",,,1,7,4,5,1,0,0.00010473946896599528,0.0000941487462375663
"category:my arm's big adventure","My Arm's Big Adventure","category",,,,,,,,,6,0,3,0,0,0,0.0001438878235498798,0.00007764845047308417
"category:trolls","Trolls","category",,,,,,,,,17,0,8.5,0,0,0,0.0001550952785479021,0.00007764845047308417
"page:ashes","ashes","page","item","item|monster","https://oldschool.runescape.wiki/w/Ashes","2001-01-04",,"false","true","false",14,10,35,6.5,13,0,0.0004060143403335088,0.000614116155937661
"category:herblore secondaries","Herblore secondaries","category",,,,,,,,,21,0,10.5,0,0,0,0.00018384459007646153,0.00007764845047308417
"page:assorted flowers","Assorted flowers","page","item","item","https://oldschool.runescape.wiki/w/Assorted_flowers","2004-03-29",,"true","true","true",1,13,1,12,1,0,0.00009511947006818865,0.00009001369172081221
"page:astronomy book","Astronomy book","page","item","item","https://oldschool.runescape.wiki/w/Astronomy_book","2003-03-17",,"true","true","false",9,12,9,9,9,0,0.0001392168950754435,0.00025975286877463825
"category:observatory quest","Observatory Quest","category",,,,,,,,,13,0,6.5,0,0,0,0.0001393902743671691,0.00007764845047308417
"category:storable in bookcase","Storable in Bookcase","category",,,,,,,,,16,0,8,0,0,0,0.00019563219210593552,0.00007764845047308417
"page:asyff","Asyff","page","npc","npc","https://oldschool.runescape.wiki/w/Asyff","2002-10-23",,"false",,,1,9,5,9,1,0,0.0001255114204888062,0.00011849706977987299
"action:fur clothing","Fur Clothing","action",,,,,,,,,1,0,2,0,0,0,0.00011254922661408925,0.00007764845047308417
"page:attack","Attack","page","skill","skill","https://oldschool.runescape.wiki/w/Attack","2001-01-04",,"false",,,548,4,920,2,548,0,0.006928377558312612,0.022416586060956173
"category:attack","Attack","category",,,,,,,,,2,0,1,0,0,0,0.0015617959886251788,0.00007764845047308417
"category:combat","Combat","category",,,,,,,,,5,0,2.5,0,0,0,0.0022509070380631047,0.00007764845047308417
"category:free-to-play skills","Free-to-play skills","category",,,,,,,,,15,0,7.5,0,0,0,0.003330871269160443,0.00007764845047308417
"page:attack 1","Attack 1","page","music","music","https://oldschool.runescape.wiki/w/Attack_1","2004-03-15",,"true",,,2,4,6,2,2,0,0.0007295530147587699,0.0013936688750397297
"page:attack 2","Attack 2","page","music","music","https://oldschool.runescape.wiki/w/Attack_2","2004-03-15",,"false",,,16,8,20,4,16,0,0.00023088848491339107,0.00033658786097038283
"page:attack 3","Attack 3","page","music","music","https://oldschool.runescape.wiki/w/Attack_3","2004-03-15",,"false",,,2,4,6,2,2,0,0.00010738064682161964,0.00009748695367032413
"page:attack 4","Attack 4","page","music","music","https://oldschool.runescape.wiki/w/Attack_4","2004-03-15",,"true",,,0,4,0,2,0,0,0.00008884151385506988,0.00007764845047308417
"page:attack 5","Attack 5","page","music","music","https://oldschool.runescape.wiki/w/Attack_5","2004-03-15",,"true",,,4,4,12,2,4,0,0.00015409556838165192,0.00015251535214156923
"page:attack 6","Attack 6","page","music","music","https://oldschool.runescape.wiki/w/Attack_6","2004-03-15",,"true",,,1,5,5,2.5,1,0,0.00010085981103139657,0.00008968654018575936
"category:watchtower","Watchtower","category",,,,,,,,,45,0,22.5,0,0,0,0.00027698664301837846,0.00007764845047308417
"page:attack level up!","Attack Level Up!","page","music","music","https://oldschool.runescape.wiki/w/Attack_Level_Up!","2004-03-29",,"false",,,0,5,0,2.5,0,0,0.00008884151385506988,0.00007764845047308417
"page:attack level up! (unlocks)","Attack Level Up! (Unlocks)","page","music","music","https://oldschool.runescape.wiki/w/Attack_Level_Up!_(Unlocks)","2004-03-29",,"false",,,0,5,0,2.5,0,0,0.00008884151385506988,0.00007764845047308417
"page:attack potion","attack potion","page","item","item|monster","https://oldschool.runescape.wiki/w/Attack_potion","2002-02-27",,"true","true","false",3,19,12,18,3,2,0.0002696937284161874,0.0005597547462055565
"category:attack boosting items","Attack boosting items","category",,,,,,,,,7,0,3.5,0,0,0,0.00011333246319137111,0.00007764845047308417
"page:attention","Attention","page","music","music","https://oldschool.runescape.wiki/w/Attention","2004-03-15",,"false",,,2,4,9,2,2,0,0.00015783125020797856,0.00015736185149794807
"page:aubury","Aubury","page","npc","npc","https://oldschool.runescape.wiki/w/Aubury","2001-01-04",,"false",,,43,19,66,23.5,43,2,0.0003734002608812105,0.000490378235902814
"action:n/a","N/A","action",,,,,,,,,18,0,31.5,0,0,0,0.00029755722367613973,0.00007764845047308417
"page:aubury's rune shop.","Aubury's Rune Shop.","page","shop","shop","https://oldschool.runescape.wiki/w/Aubury's_Rune_Shop.","2001-01-04",,"false",,,0,7,0,12,0,3,0.00008884151385506988,0.00007764845047308417
"page:authentic throwing weapons.","Authentic Throwing Weapons.","page","shop","shop","https://oldschool.runescape.wiki/w/Authentic_Throwing_Weapons.","2004-01-21",,"true",,,5,8,9,6,5,4,0.00010987701786489034,0.00010028882194771781
"page:autumn voyage","Autumn Voyage","page","music","music","https://oldschool.runescape.wiki/w/Autumn_Voyage","2004-03-15",,"false",,,8,5,31,2.5,8,0,0.0004604827166412248,0.0005644767146788529
"page:avan","Avan","page","npc","npc","https://oldschool.runescape.wiki/w/Avan","2002-04-09",,"true",,,23,20,55,27.5,23,7,0.00026265206309207144,0.000412490441593783
"action:gauntlets","Gauntlets","action",,,,,,,,,6,0,10.5,0,0,0,0.00015078817291800008,0.00007764845047308417
"page:avantoe","Avantoe","page","item","item","https://oldschool.runescape.wiki/w/Avantoe","2002-02-27",,"true","true","false",9,12,23,8,8,1,0.0002765273340409472,0.0004484538651353323
"page:avantoe potion (unf)","Avantoe potion (unf)","page","item","item","https://oldschool.runescape.wiki/w/Avantoe_potion_(unf)","2002-02-27",,"true","true","false",21,16,28,18,19,3,0.00022979557196243358,0.00030522647791389885
"category:unfinished potions","Unfinished potions","category",,,,,,,,,14,0,7,0,0,0,0.00011650595014616639,0.00007764845047308417
"page:axe handle (historical)","Axe handle (historical)","page","item","item","https://oldschool.runescape.wiki/w/Axe_handle_(historical)","2004-03-29","2007-07-17","false","true","true",23,19,44,13.5,23,0,0.00026950065643698516,0.00038169338175601683
"combat_style:unarmed","Unarmed","combat_style",,,,,,,,,2,0,3,0,0,0,0.00012065085174663352,0.00007764845047308417
"page:aztec","Aztec","page","music","music","https://oldschool.runescape.wiki/w/Aztec","2004-07-27",,"true",,,11,5,18,2.5,11,0,0.000251342496469984,0.0002957040158571248
"page:baby blue dragon","Baby blue dragon","page","monster","monster","https://oldschool.runescape.wiki/w/Baby_blue_dragon","2002",,,,,6,14,12,11.5,6,3,0.0001963789759763547,0.0003356329183622249
"category:slayer monsters","Slayer monsters","category",,,,,,,,,119,0,59.5,0,0,0,0.0006745292661413409,0.00007764845047308417
"category:dragons","Dragons","category",,,,,,,,,8,0,4,0,0,0,0.00012941735447651192,0.00007764845047308417
"category:corsair cove dungeon","Corsair Cove Dungeon","category",,,,,,,,,6,0,3,0,0,0,0.0001154554098018701,0.00007764845047308417
"category:taverley dungeon","Taverley Dungeon","category",,,,,,,,,28,0,14,0,0,0,0.00023125321135807764,0.00007764845047308417
"page:baby dragon (unused)","Baby dragon (unused)","page","monster","monster","https://oldschool.runescape.wiki/w/Baby_dragon_(unused)","2004-03-29","2015-09-10",,,,0,4,0,2.5,0,1,0.00008884151385506988,0.00007764845047308417
"page:babydragon bones","Babydragon bones","page","item","item|monster|prayer","https://oldschool.runescape.wiki/w/Babydragon_bones","2004-03-29",,"true","true","false",7,16,7,14.5,7,1,0.0001400387232569013,0.00014842283994047025
"category:bones","Bones","category",,,,,,,,,8,0,4,0,0,0,0.00017763608008619912,0.00007764845047308417
"category:remains","Remains","category",,,,,,,,,12,0,6,0,0,0,0.00018437730544857613,0.00007764845047308417
"action:bury","Bury","action",,,,,,,,,10,0,20,0,0,0,0.0004700978931443233,0.00007764845047308417
"page:background","Background","page","music","music","https://oldschool.runescape.wiki/w/Background","2004-03-15",,"true",,,3,5,11,2.5,3,0,0.00033995408103775545,0.0004672157351941335
"page:bad roll (death plateau)","Bad Roll (Death Plateau)","page","music","music","https://oldschool.runescape.wiki/w/Bad_Roll_(Death_Plateau)","2004-08-09",,"true",,,0,6,0,3,0,0,0.00008884151385506988,0.00007764845047308417
"category:missing track location","Missing track location","category",,,,,,,,,7,0,3.5,0,0,0,0.00013022803830144635,0.00007764845047308417
"page:badly repaired wall","Badly repaired wall","page","scenery","scenery","https://oldschool.runescape.wiki/w/Badly_repaired_wall","2002-09-09",,"true",,,3,6,6,4.5,3,0,0.00012282987720154298,0.00012313510339296484
"category:sea slug","Sea Slug","category",,,,,,,,,16,0,8,0,0,0,0.00018452625593731227,0.00007764845047308417
"action:kick","Kick","action",,,,,,,,,1,0,2,0,0,0,0.00013524391190905768,0.00007764845047308417
"page:bailey","Bailey","page","npc","npc","https://oldschool.runescape.wiki/w/Bailey","2002-09-09",,"true",,,14,7,14,5,14,0,0.00022056078093360773,0.0007195867175646846
"category:the slug menace","The Slug Menace","category",,,,,,,,,4,0,2,0,0,0,0.00011339730662398846,0.00007764845047308417
"page:bailing bucket","Bailing bucket","page","item","item","https://oldschool.runescape.wiki/w/Bailing_bucket","2003-07-28",,"true","true","false",12,14,12,15.5,12,0,0.00013687511239167957,0.00018491778234904578
"category:fishing trawler","Fishing Trawler","category",,,,,,,,,22,0,11,0,0,0,0.00016465641706578567,0.00007764845047308417
"action:bail-with","Bail-with","action",,,,,,,,,2,0,3.5,0,0,0,0.00011511270478189424,0.00007764845047308417
"page:baker","Baker","page","npc","npc","https://oldschool.runescape.wiki/w/Baker","2002-04-30",,"true",,,0,18,0,28.5,0,5,0.00008884151385506988,0.00007764845047308417
"category:2013 rare drops","2013 Rare Drops","category",,,,,,,,,4,0,2,0,0,0,0.00015494394692761883,0.00007764845047308417
"page:bakery stall","Bakery stall","page","scenery","scenery","https://oldschool.runescape.wiki/w/Bakery_stall","2002-04-30",,"true",,,13,12,16,12,13,1,0.0001682354871449563,0.0001956904446288614
"category:stalls","Stalls","category",,,,,,,,,13,0,6.5,0,0,0,0.0001285696188367216,0.00007764845047308417
"category:kingstown","Kingstown","category",,,,,,,,,6,0,3,0,0,0,0.0001221909861792922,0.00007764845047308417
"action:steal-from","Steal-from","action",,,,,,,,,9,0,18,0,0,0,0.00022476330713726793,0.00007764845047308417
"page:balancing ledge (barbarian outpost agility course)","Balancing ledge (Barbarian Outpost Agility Course)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Balancing_ledge_(Barbarian_Outpost_Agility_Course)","2002-12-12",,"true",,,19,9,19,10,19,2,0.00015713297456323668,0.00016151254713958374
"category:agility obstacle","Agility obstacle","category",,,,,,,,,38,0,19,0,0,0,0.00016988930105198865,0.00007764845047308417
"action:walk-across","Walk-across","action",,,,,,,,,7,0,14,0,0,0,0.0001835146073479796,0.00007764845047308417
"page:balancing ledge (brimhaven agility arena)","Balancing ledge (Brimhaven Agility Arena)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Balancing_ledge_(Brimhaven_Agility_Arena)","2004-07-27",,"true",,,18,12,18,12,18,3,0.00015428687658548847,0.00015716519339033778
"page:balancing ledge (yanille agility dungeon)","Balancing ledge (Yanille Agility Dungeon)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Balancing_ledge_(Yanille_Agility_Dungeon)","2002-12-12",,"true",,,12,11,12,12,12,4,0.00014128302657274083,0.0001490327117015131
"page:balancing rope (brimhaven agility arena)","Balancing rope (Brimhaven Agility Arena)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Balancing_rope_(Brimhaven_Agility_Arena)","2004-07-27",,"true",,,17,12,17,12,17,3,0.00015126626511441263,0.00015416513961497737
"action:walk-on","Walk-on","action",,,,,,,,,4,0,8,0,0,0,0.0001414601346053351,0.00007764845047308417
"page:balancing rope (gnome stronghold agility course)","Balancing rope (Gnome Stronghold Agility Course)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Balancing_rope_(Gnome_Stronghold_Agility_Course)","2002-12-12",,"true",,,14,11,14,12,14,4,0.00013556858570257818,0.00013153381507638727
"page:ball","ball","page","item","item","https://oldschool.runescape.wiki/w/Ball","2002-02-27",,"true","false","false",17,7,32,5,17,0,0.0003004190739427994,0.0006317302938405808
"category:witch's house","Witch's House","category",,,,,,,,,16,0,8,0,0,0,0.00016524862454024325,0.00007764845047308417
"page:ball of wool","ball of wool","page","item","item|monster","https://oldschool.runescape.wiki/w/Ball_of_wool","2001-01-04",,"false","true","false",73,12,168,7.5,63,0,0.0008884656988913541,0.0015562654429623335
"category:sheep shearer","Sheep Shearer","category",,,,,,,,,6,0,3,0,0,0,0.0001540376850967391,0.00007764845047308417
"page:ballad of enchantment","Ballad of Enchantment","page","music","music","https://oldschool.runescape.wiki/w/Ballad_of_Enchantment","2004-03-15",,"true",,,2,7,6,16,2,3,0.00011121693628309102,0.00010139559355808569
"page:ballista (tree gnome village)","Ballista (Tree Gnome Village)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Ballista_(Tree_Gnome_Village)","2002-07-23",,"true",,,3,6,6,4.5,3,0,0.00013308644777288844,0.0001699479101504636
"category:tree gnome village","Tree Gnome Village","category",,,,,,,,,18,0,9,0,0,0,0.00019835816523546758,0.00007764845047308417
"action:fire","Fire","action",,,,,,,,,5,0,9,0,0,0,0.000194400158778474,0.00007764845047308417
"page:banana","Banana","page","item","item|monster","https://oldschool.runescape.wiki/w/Banana","2001-04-06",,"false","true","false",16,16,51,11,16,0,0.00061057860924039,0.003001336405259045
"category:farming","Farming","category",,,,,,,,,23,0,11.5,0,0,0,0.00022099844233675102,0.00007764845047308417
"category:produce","Produce","category",,,,,,,,,20,0,10,0,0,0,0.0002080307708613645,0.00007764845047308417
"category:tai bwo wannai trio","Tai Bwo Wannai Trio","category",,,,,,,,,3,0,1.5,0,0,0,0.00011509083070670481,0.00007764845047308417
"category:fruit","Fruit","category",,,,,,,,,12,0,6,0,0,0,0.00015985310237886277,0.00007764845047308417
"page:banana plantation","Banana plantation","page","location","location","https://oldschool.runescape.wiki/w/Banana_plantation","2001-06-11",,"false",,,9,5,19,2.5,9,0,0.00019927387479129404,0.00042507897927318263
"category:musa point","Musa Point","category",,,,,,,,,11,0,5.5,0,0,0,0.00014013855381166403,0.00007764845047308417
"page:banana tree","Banana tree","page","scenery","scenery","https://oldschool.runescape.wiki/w/Banana_tree","2001-06-11",,"false",,,16,16,16,25.5,16,3,0.0002312756030351994,0.0003978174321282565
"action:pick","Pick","action",,,,,,,,,19,0,34,0,0,0,0.0002582755855064028,0.00007764845047308417
"page:bandit","Bandit","page","monster","monster","https://oldschool.runescape.wiki/w/Bandit","2002-02-27",,"false",,,9,15,24,8,9,1,0.0003554725111843452,0.0005092129080408985
"category:wilderness slayer drop table monsters","Wilderness slayer drop table monsters","category",,,,,,,,,34,0,17,0,0,0,0.0002595058539120906,0.00007764845047308417
