Id,Label,kind,primaryType,types,url,dateAdded,dateRemoved,members,tradeable,equipable,indegree,outdegree,weightedIndegree,weightedOutdegree,pageLinkIndegree,pageLinkOutdegree,pageRank,pageLinkPageRank
"page:27 september","27 September","page","article","article","https://oldschool.runescape.wiki/w/27_September",,,,,,12,28,27,26.5,12,25,0.00005206874349163737,0.00004862336456896489
"category:27 september updates","27 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027738885343477974,0.00002436271913930712
"page:28 april","28 April","page","article","article","https://oldschool.runescape.wiki/w/28_April",,,,,,16,28,40,26.5,16,25,0.00024839223309131074,0.00024642400130468485
"category:28 april updates","28 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000030887470724049025,0.00002436271913930712
"page:28 august","28 August","page","article","article","https://oldschool.runescape.wiki/w/28_August",,,,,,12,28,28,26.5,12,25,0.0000701193095708431,0.00006642102442924722
"category:28 august updates","28 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002802837560844245,0.00002436271913930712
"page:28 december","28 December","page","article","article","https://oldschool.runescape.wiki/w/28_December",,,,,,1,28,1,26.5,1,25,0.000029191226566689318,0.000026601978940296005
"category:28 december updates","28 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027371981698882175,0.00002436271913930712
"page:28 february","28 February","page","article","article","https://oldschool.runescape.wiki/w/28_February",,,,,,45,28,155,26.5,45,25,0.000196652055910566,0.0002951073807534653
"category:28 february updates","28 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000030057674723852226,0.00002436271913930712
"page:28 january","28 January","page","article","article","https://oldschool.runescape.wiki/w/28_January",,,,,,48,28,156,26.5,48,25,0.0002668113693319713,0.0003277884478831023
"category:28 january updates","28 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0000311828715258009,0.00002436271913930712
"page:28 july","28 July","page","article","article","https://oldschool.runescape.wiki/w/28_July",,,,,,39,21,157,19.5,39,18,0.00018107260264547885,0.0002131831567409049
"category:28 july updates","28 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00003085027508561349,0.00002436271913930712
"page:28 june","28 June","page","article","article","https://oldschool.runescape.wiki/w/28_June",,,,,,0,28,0,26.5,0,25,0.00002690382053716503,0.00002436271913930712
"category:28 june updates","28 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002733529687589963,0.00002436271913930712
"page:28 march","28 March","page","article","article","https://oldschool.runescape.wiki/w/28_March",,,,,,4,21,11,19.5,4,18,0.00003304587007354521,0.000030193395641681435
"category:28 march updates","28 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027624051004605682,0.00002436271913930712
"page:28 may","28 May","page","article","article","https://oldschool.runescape.wiki/w/28_May",,,,,,65,28,216,26.5,65,25,0.00023839253624824384,0.0002636948322617675
"category:28 may updates","28 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000030727097531231496,0.00002436271913930712
"page:28 november","28 November","page","article","article","https://oldschool.runescape.wiki/w/28_November",,,,,,15,28,47,26.5,15,25,0.00004929040634322589,0.000046989653560040004
"category:28 november updates","28 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027694327045019717,0.00002436271913930712
"page:28 october","28 October","page","article","article","https://oldschool.runescape.wiki/w/28_October",,,,,,6,28,21,26.5,6,25,0.00004983372748785731,0.00004696139688968127
"category:28 october updates","28 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027703040741075358,0.00002436271913930712
"page:28 september","28 September","page","article","article","https://oldschool.runescape.wiki/w/28_September",,,,,,3,28,10,26.5,3,25,0.0000423526934322816,0.00003957863590985298
"category:28 september updates","28 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027583061856680754,0.00002436271913930712
"page:29 april","29 April","page","article","article","https://oldschool.runescape.wiki/w/29_April",,,,,,8,28,12,26.5,8,25,0.00004830183586906316,0.00004442994698123912
"category:29 april updates","29 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027678472654357793,0.00002436271913930712
"page:29 august","29 August","page","article","article","https://oldschool.runescape.wiki/w/29_August",,,,,,4,21,8,19.5,4,18,0.00003061169525800472,0.00002806903935351037
"category:29 august updates","29 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027570998475391413,0.00002436271913930712
"page:29 december","29 December","page","article","article","https://oldschool.runescape.wiki/w/29_December",,,,,,1,28,1,26.5,1,25,0.000027766773214634238,0.00002519104940019428
"category:29 december updates","29 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027349136683345752,0.00002436271913930712
"page:29 february","29 February","page","article","article","https://oldschool.runescape.wiki/w/29_February",,,,,,0,21,0,19.5,0,18,0.00002690382053716503,0.00002436271913930712
"category:29 february updates","29 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027490185818009494,0.00002436271913930712
"page:29 january","29 January","page","article","article","https://oldschool.runescape.wiki/w/29_January",,,,,,3,28,3,26.5,3,25,0.00003227851992018697,0.000031752836496065574
"category:29 january updates","29 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027421494890710217,0.00002436271913930712
"page:29 july","29 July","page","article","article","https://oldschool.runescape.wiki/w/29_July",,,,,,4,28,8,26.5,4,25,0.000032133469775827985,0.00002921767407363433
"category:29 july updates","29 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027419168611941103,0.00002436271913930712
"page:29 june","29 June","page","article","article","https://oldschool.runescape.wiki/w/29_June",,,,,,83,28,375,26.5,83,25,0.0005531047614389551,0.0007559524688308957
"category:29 june updates","29 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000035774370022626045,0.00002436271913930712
"page:29 march","29 March","page","article","article","https://oldschool.runescape.wiki/w/29_March",,,,,,628,28,2534,26.5,628,25,0.003241874830295761,0.005213436367039986
"category:29 march updates","29 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00007889615993824811,0.00002436271913930712
"page:29 may","29 May","page","article","article","https://oldschool.runescape.wiki/w/29_May",,,,,,37,28,93,26.5,37,25,0.00007178406253103702,0.00007343681988580952
"category:29 may updates","29 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028055074397692673,0.00002436271913930712
"page:29 november","29 November","page","article","article","https://oldschool.runescape.wiki/w/29_November",,,,,,5,28,17,26.5,5,25,0.00004523855548335371,0.00004821711313503295
"category:29 november updates","29 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027629344590955795,0.00002436271913930712
"page:29 october","29 October","page","article","article","https://oldschool.runescape.wiki/w/29_October",,,,,,9,21,24,19.5,9,18,0.00013812723046758522,0.00014696742612262635
"category:29 october updates","29 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000029914286492356313,0.00002436271913930712
"page:29 september","29 September","page","article","article","https://oldschool.runescape.wiki/w/29_September",,,,,,0,21,0,19.5,0,18,0.00002690382053716503,0.00002436271913930712
"category:29 september updates","29 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027490185818009494,0.00002436271913930712
"page:30 april","30 April","page","article","article","https://oldschool.runescape.wiki/w/30_April",,,,,,78,21,326,19.5,78,18,0.0009019162146972323,0.0012649396172577563
"category:30 april updates","30 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00004656097221643107,0.00002436271913930712
"page:30 august","30 August","page","article","article","https://oldschool.runescape.wiki/w/30_August",,,,,,4,28,8,26.5,4,25,0.000032295419251725217,0.000029999847113408237
"category:30 august updates","30 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027421765918806172,0.00002436271913930712
"page:30 december","30 December","page","article","article","https://oldschool.runescape.wiki/w/30_December",,,,,,4,21,10,19.5,4,18,0.00003300001248117576,0.000029963329422519805
"category:30 december updates","30 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027623051543270685,0.00002436271913930712
"page:30 january","30 January","page","article","article","https://oldschool.runescape.wiki/w/30_January",,,,,,5,28,13,26.5,5,25,0.00005163305453849568,0.00004968409975849696
"category:30 january updates","30 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027731897878585537,0.00002436271913930712
"page:30 july","30 July","page","article","article","https://oldschool.runescape.wiki/w/30_July",,,,,,4,28,4,26.5,4,25,0.000029778401154507004,0.00002706737879418903
"category:30 july updates","30 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027381398644275272,0.00002436271913930712
"page:3 april","3 April","page","article","article","https://oldschool.runescape.wiki/w/3_April",,,,,,10,28,18,26.5,10,25,0.00008707999859834964,0.00010204640184170733
"category:3 april updates","3 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0000283003865881745,0.00002436271913930712
"page:3 august","3 August","page","article","article","https://oldschool.runescape.wiki/w/3_August",,,,,,8,28,27,26.5,8,25,0.000056222744069335894,0.000055653628495164126
"category:3 august updates","3 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002780550610455797,0.00002436271913930712
"page:3 december","3 December","page","article","article","https://oldschool.runescape.wiki/w/3_December",,,,,,7,22,7,20.5,7,19,0.00003684655830483391,0.00003426285130222601
"category:3 december updates","3 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027667712583773846,0.00002436271913930712
"page:3 february","3 February","page","article","article","https://oldschool.runescape.wiki/w/3_February",,,,,,15,28,46,26.5,15,25,0.00005936108258196284,0.00005779663163808553
"category:3 february updates","3 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.0000278558379439926,0.00002436271913930712
"page:3 january","3 January","page","article","article","https://oldschool.runescape.wiki/w/3_January",,,,,,2,28,2,26.5,2,25,0.00003225437407491459,0.000030483763305174773
"category:3 january updates","3 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027421107649102144,0.00002436271913930712
"page:3 july","3 July","page","article","article","https://oldschool.runescape.wiki/w/3_July",,,,,,9,28,17,26.5,9,25,0.000043421972209382684,0.000042119544966011995
"category:3 july updates","3 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002760021066047451,0.00002436271913930712
"page:3 june","3 June","page","article","article","https://oldschool.runescape.wiki/w/3_June",,,,,,6,28,15,26.5,6,25,0.00004319106214268808,0.00004099052995021181
"category:3 june updates","3 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027596507382015706,0.00002436271913930712
"page:3 march","3 March","page","article","article","https://oldschool.runescape.wiki/w/3_March",,,,,,116,28,480,26.5,116,25,0.0005245854833751935,0.0006301458751763657
"category:3 march updates","3 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00003531698481591836,0.00002436271913930712
"page:3 may","3 May","page","article","article","https://oldschool.runescape.wiki/w/3_May",,,,,,3,28,3,26.5,3,25,0.00004601343302332278,0.00004901175589356562
"category:3 may updates","3 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027641771876840176,0.00002436271913930712
"page:3 november","3 November","page","article","article","https://oldschool.runescape.wiki/w/3_November",,,,,,7,28,18,26.5,7,25,0.000040354954271385626,0.000037667992735671924
"category:3 november updates","3 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027551022630194113,0.00002436271913930712
"page:3 october","3 October","page","article","article","https://oldschool.runescape.wiki/w/3_October",,,,,,4,28,8,26.5,4,25,0.000034877202565136165,0.000031812762238495764
"category:3 october updates","3 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027463171875223578,0.00002436271913930712
"page:3 september","3 September","page","article","article","https://oldschool.runescape.wiki/w/3_September",,,,,,7,28,11,26.5,7,25,0.000038252382184202165,0.000036494120352799815
"category:3 september updates","3 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002751730213586531,0.00002436271913930712
"page:30 june","30 June","page","article","article","https://oldschool.runescape.wiki/w/30_June",,,,,,1,28,1,26.5,1,25,0.00002770663461218723,0.000025119619098718933
"category:30 june updates","30 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027348172197120112,0.00002436271913930712
"page:30 march","30 March","page","article","article","https://oldschool.runescape.wiki/w/30_March",,,,,,3,28,11,26.5,3,25,0.00003458565439547409,0.00003201153203309846
"category:30 march updates","30 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002745849610324371,0.00002436271913930712
"page:30 may","30 May","page","article","article","https://oldschool.runescape.wiki/w/30_May",,,,,,4,28,11,26.5,4,25,0.00003268550756973021,0.000029758529975182448
"category:30 may updates","30 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027428022052891992,0.00002436271913930712
"page:30 november","30 November","page","article","article","https://oldschool.runescape.wiki/w/30_November",,,,,,3,28,6,26.5,3,25,0.00003244769909182705,0.00002972507178005062
"category:30 november updates","30 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002742420814013245,0.00002436271913930712
"page:30 october","30 October","page","article","article","https://oldschool.runescape.wiki/w/30_October",,,,,,14,28,34,26.5,14,25,0.000050663083194808626,0.00004908747922960915
"category:30 october updates","30 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002771634169192655,0.00002436271913930712
"page:30 september","30 September","page","article","article","https://oldschool.runescape.wiki/w/30_September",,,,,,3,22,7,20.5,3,19,0.000030466167271307953,0.00002766800315217472
"category:30 september updates","30 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002753543616703838,0.00002436271913930712
"page:31 august","31 August","page","article","article","https://oldschool.runescape.wiki/w/31_August",,,,,,1,28,5,26.5,1,25,0.00003088317009499369,0.000029927690078998298
"category:31 august updates","31 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027399116639975327,0.00002436271913930712
"page:31 december","31 December","page","article","article","https://oldschool.runescape.wiki/w/31_December",,,,,,0,28,0,26.5,0,25,0.00002690382053716503,0.00002436271913930712
"category:31 december updates","31 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002733529687589963,0.00002436271913930712
"page:31 january","31 January","page","article","article","https://oldschool.runescape.wiki/w/31_January",,,,,,1,28,1,26.5,1,25,0.00005905959701582824,0.00005667667095434467
"category:31 january updates","31 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027851002916628576,0.00002436271913930712
"page:31 july","31 July","page","article","article","https://oldschool.runescape.wiki/w/31_July",,,,,,2,22,5,20.5,2,19,0.00002915187558718924,0.00002643958045245727
"category:31 july updates","31 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027508188654380846,0.00002436271913930712
"page:31 march","31 March","page","article","article","https://oldschool.runescape.wiki/w/31_March",,,,,,6,28,14,26.5,6,25,0.00004646978490804637,0.000049317070565096134
"category:31 march updates","31 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027649090705764076,0.00002436271913930712
"page:31 may","31 May","page","article","article","https://oldschool.runescape.wiki/w/31_May",,,,,,20,28,32,26.5,20,25,0.00008535540691655048,0.00009035871045533825
"category:31 may updates","31 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028272728183835746,0.00002436271913930712
"page:31 october","31 October","page","article","article","https://oldschool.runescape.wiki/w/31_October",,,,,,11,28,38,26.5,11,25,0.0000819976282711249,0.00008579638250349644
"category:31 october updates","31 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028218877001222098,0.00002436271913930712
"page:3rd age druidic robes","3rd Age Druidic robes","page","item","item|prayer","https://oldschool.runescape.wiki/w/3rd_Age_Druidic_robes",,,,,,4,4,10,2,4,0,0.00007934156633079321,0.0000926645910762395
"category:3rd age equipment","3rd age equipment","category",,,,,,,,,5,0,2.5,0,0,0,0.00009453253041810917,0.00002436271913930712
"category:treasure trails rewards","Treasure Trails rewards","category",,,,,,,,,145,0,72.5,0,0,0,0.0004262903880576897,0.00002436271913930712
"category:prayer items","Prayer items","category",,,,,,,,,67,0,33.5,0,0,0,0.00028707864985060466,0.00002436271913930712
"category:master clue rewards","Master clue rewards","category",,,,,,,,,4,0,2,0,0,0,0.000059184012753197486,0.00002436271913930712
"page:3rd age equipment","3rd age equipment","page","article","article","https://oldschool.runescape.wiki/w/3rd_age_equipment",,,,,,8,2,20,1,8,0,0.00010220750155927276,0.00013108239331932823
"page:3rd age mage robes","3rd Age mage robes","page","article","article","https://oldschool.runescape.wiki/w/3rd_Age_mage_robes",,,,,,2,6,2,6.5,2,1,0.00003569528174894904,0.0000345245995293041
"category:magic armour","Magic armour","category",,,,,,,,,45,0,22.5,0,0,0,0.0002561687293726097,0.00002436271913930712
"category:equipment","Equipment","category",,,,,,,,,78,0,39,0,0,0,0.0005430992871276671,0.00002436271913930712
"category:equipment sets","Equipment sets","category",,,,,,,,,128,0,64,0,0,0,0.0005477627686914101,0.00002436271913930712
"page:3rd age melee equipment","3rd age melee equipment","page","article","article","https://oldschool.runescape.wiki/w/3rd_age_melee_equipment",,,,,,2,6,5,10,2,2,0.00007617444634922611,0.00009602672436113739
"page:3rd age ranger kit","3rd Age ranger kit","page","article","article","https://oldschool.runescape.wiki/w/3rd_Age_ranger_kit",,,,,,0,6,0,6.5,0,1,0.00002690382053716503,0.00002436271913930712
"category:ranged armour","Ranged armour","category",,,,,,,,,63,0,31.5,0,0,0,0.00024660165066858855,0.00002436271913930712
"page:4 april","4 April","page","article","article","https://oldschool.runescape.wiki/w/4_April",,,,,,7,28,14,26.5,7,25,0.00008327452368680612,0.00009873353135241564
"category:4 april updates","4 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028239355403008034,0.00002436271913930712
"page:4 august","4 August","page","article","article","https://oldschool.runescape.wiki/w/4_August",,,,,,5,23,12,21.5,5,20,0.000038803014735339984,0.00003539594579013804
"category:4 august updates","4 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002767085684601507,0.00002436271913930712
"page:4 december","4 December","page","article","article","https://oldschool.runescape.wiki/w/4_December",,,,,,2,23,2,21.5,2,20,0.000030367728879260647,0.00002798630340181472
"category:4 december updates","4 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002750411282879584,0.00002436271913930712
"page:4 february","4 February","page","article","article","https://oldschool.runescape.wiki/w/4_February",,,,,,5,23,8,21.5,5,20,0.000036447341867929336,0.000033959739739723135
"category:4 february updates","4 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027624291235692516,0.00002436271913930712
"page:4 january","4 January","page","article","article","https://oldschool.runescape.wiki/w/4_January",,,,,,441,28,1910,26.5,441,25,0.008514883929962105,0.013207622519902817
"category:4 january updates","4 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00016346331226473924,0.00002436271913930712
"page:4 july","4 July","page","article","article","https://oldschool.runescape.wiki/w/4_July",,,,,,20,28,81,26.5,20,25,0.00008436011375042673,0.00008974640476116639
"category:4 july updates","4 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002825676583177865,0.00002436271913930712
"page:4 june","4 June","page","article","article","https://oldschool.runescape.wiki/w/4_June",,,,,,23,28,78,26.5,23,25,0.00006437151323699023,0.00006384248735909735
"category:4 june updates","4 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027936193899068363,0.00002436271913930712
"page:4 march","4 March","page","article","article","https://oldschool.runescape.wiki/w/4_March",,,,,,5,28,9,26.5,5,25,0.00003393091527383609,0.00003172129363913244
"category:4 march updates","4 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027447995580837683,0.00002436271913930712
"page:4 may","4 May","page","article","article","https://oldschool.runescape.wiki/w/4_May",,,,,,4,28,7,26.5,4,25,0.00008063254714494355,0.00008356526730285364
"category:4 may updates","4 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002819698427700622,0.00002436271913930712
"page:4 november","4 November","page","article","article","https://oldschool.runescape.wiki/w/4_November",,,,,,8,28,16,26.5,8,25,0.000038082051667007944,0.000034951345107102276
"category:4 november updates","4 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027514570410786314,0.00002436271913930712
"page:4 october","4 October","page","article","article","https://oldschool.runescape.wiki/w/4_October",,,,,,6,28,9,26.5,6,25,0.000034533946870261644,0.0000317984137840914
"category:4 october updates","4 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027457666841785273,0.00002436271913930712
"page:4 september","4 September","page","article","article","https://oldschool.runescape.wiki/w/4_September",,,,,,7,28,15,26.5,7,25,0.000036765818487983225,0.00003537942817472647
"category:4 september updates","4 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002749346102209842,0.00002436271913930712
"page:4-poster (interface item)","4-poster (interface item)","page","item","item","https://oldschool.runescape.wiki/w/4-poster_(interface_item)",,,"false","false","false",0,6,0,4.5,0,0,0.00002690382053716503,0.00002436271913930712
"category:pages using information from game apis or cache","Pages using information from game APIs or cache","category",,,,,,,,,659,0,329.5,0,0,0,0.0010696198291446344,0.00002436271913930712
"category:free-to-play items","Free-to-play items","category",,,,,,,,,1140,0,570,0,0,0,0.0015184946411947746,0.00002436271913930712
"category:interface items","Interface items","category",,,,,,,,,539,0,269.5,0,0,0,0.0010191955266669577,0.00002436271913930712
"action:check materials","Check materials","action",,,,,,,,,446,0,892,0,0,0,0.0031724076650436785,0.00002436271913930712
"page:5 april","5 April","page","article","article","https://oldschool.runescape.wiki/w/5_April",,,,,,2,28,2,26.5,2,25,0.0000712845765487352,0.00008691069850328996
"category:5 april updates","5 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028047063768835425,0.00002436271913930712
"page:5 august","5 August","page","article","article","https://oldschool.runescape.wiki/w/5_August",,,,,,4,28,12,26.5,4,25,0.000034099437472149374,0.00003099855581373801
"category:5 august updates","5 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027450698284566098,0.00002436271913930712
"page:5 december","5 December","page","article","article","https://oldschool.runescape.wiki/w/5_December",,,,,,21,28,39,26.5,21,25,0.00006092725361239111,0.00006015224109025649
"category:5 december updates","5 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027880955775578894,0.00002436271913930712
"page:5 february","5 February","page","article","article","https://oldschool.runescape.wiki/w/5_February",,,,,,14,24,48,22.5,14,21,0.00006496942835132505,0.00006502047548126189
"category:5 february updates","5 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028131020890029458,0.00002436271913930712
"page:5 january","5 January","page","article","article","https://oldschool.runescape.wiki/w/5_January",,,,,,5,24,13,22.5,5,21,0.00006390268110760779,0.0000674544803656455
"category:5 january updates","5 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028110871299376913,0.00002436271913930712
"page:5 july","5 July","page","article","article","https://oldschool.runescape.wiki/w/5_July",,,,,,5,24,5,22.5,5,21,0.000031424228991831196,0.000029966926347814253
"category:5 july updates","5 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027497389285866435,0.00002436271913930712
"page:5 june","5 June","page","article","article","https://oldschool.runescape.wiki/w/5_June",,,,,,7,28,15,26.5,7,25,0.00004256286087708301,0.000039131578903973534
"category:5 june updates","5 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027586432439911418,0.00002436271913930712
"page:5 march","5 March","page","article","article","https://oldschool.runescape.wiki/w/5_March",,,,,,15,24,33,22.5,15,21,0.00008520912552553642,0.0000888774453300599
"category:5 march updates","5 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028513326483108163,0.00002436271913930712
"page:5 may","5 May","page","article","article","https://oldschool.runescape.wiki/w/5_May",,,,,,277,28,949,26.5,277,25,0.001091051799502949,0.001644341879100503
"category:5 may updates","5 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00004440182307489044,0.00002436271913930712
"page:5 november","5 November","page","article","article","https://oldschool.runescape.wiki/w/5_November",,,,,,10,28,23,26.5,10,25,0.00004900157041356549,0.00004569071459912007
"category:5 november updates","5 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027689694765309027,0.00002436271913930712
"page:5 october","5 October","page","article","article","https://oldschool.runescape.wiki/w/5_October",,,,,,1,24,1,22.5,1,21,0.00002798142546113221,0.00002538319596553213
"category:5 october updates","5 October updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027432358541983935,0.00002436271913930712
"page:5 september","5 September","page","article","article","https://oldschool.runescape.wiki/w/5_September",,,,,,8,28,16,26.5,8,25,0.00004304685655684309,0.00004093352295740554
"category:5 september updates","5 September updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002759419466117552,0.00002436271913930712
"page:50 defence build","50 Defence Build","page","article","article","https://oldschool.runescape.wiki/w/50_Defence_Build",,,"true",,,0,5,0,2.5,0,0,0.00002690382053716503,0.00002436271913930712
"category:articles under construction","Articles under construction","category",,,,,,,,,12,0,6,0,0,0,0.00006902046530576474,0.00002436271913930712
"category:account builds","Account builds","category",,,,,,,,,25,0,12.5,0,0,0,0.00005657971188968817,0.00002436271913930712
"category:members' account builds","Members' account builds","category",,,,,,,,,6,0,3,0,0,0,0.000037725777720024566,0.00002436271913930712
"category:combat pures","Combat pures","category",,,,,,,,,25,0,12.5,0,0,0,0.000054593356190354464,0.00002436271913930712
"category:player vs player combat","Player vs Player combat","category",,,,,,,,,41,0,20.5,0,0,0,0.00007563693470624581,0.00002436271913930712
"page:6 april","6 April","page","article","article","https://oldschool.runescape.wiki/w/6_April",,,,,,113,25,465,23.5,113,22,0.0011946339763448841,0.0015891074585086882
"category:6 april updates","6 April updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00004850890733166765,0.00002436271913930712
"page:6 august","6 August","page","article","article","https://oldschool.runescape.wiki/w/6_August",,,,,,9,28,26,26.5,9,25,0.00014890433498988714,0.00017638965083234293
"category:6 august updates","6 August updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002929190939449027,0.00002436271913930712
"page:6 december","6 December","page","article","article","https://oldschool.runescape.wiki/w/6_December",,,,,,10,25,22,23.5,10,22,0.000044827597946611275,0.00004292281389139056
"category:6 december updates","6 December updates","category",,,,,,,,,1,0,0.5,0,0,0,0.00002771453242776358,0.00002436271913930712
"page:6 february","6 February","page","article","article","https://oldschool.runescape.wiki/w/6_February",,,,,,11,28,27,26.5,11,25,0.000042049561128799476,0.000042153248775401356
"category:6 february updates","6 February updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027578200281961472,0.00002436271913930712
"page:6 january","6 January","page","article","article","https://oldschool.runescape.wiki/w/6_January",,,,,,10,28,25,26.5,10,25,0.0000532013078539162,0.00005018086176814546
"category:6 january updates","6 January updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027757049090665552,0.00002436271913930712
"page:6 july","6 July","page","article","article","https://oldschool.runescape.wiki/w/6_July",,,,,,9,25,32,23.5,9,22,0.00006628602504481108,0.00009056683740280464
"category:6 july updates","6 July updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028102610484382613,0.00002436271913930712
"page:6 june","6 June","page","article","article","https://oldschool.runescape.wiki/w/6_June",,,,,,4,28,15,26.5,4,25,0.00003805578261457857,0.00003550861543111942
"category:6 june updates","6 June updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027514149117275285,0.00002436271913930712
"page:6 march","6 March","page","article","article","https://oldschool.runescape.wiki/w/6_March",,,,,,17,28,52,26.5,17,25,0.00006706781837613537,0.00006702845260443208
"category:6 march updates","6 March updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027979436611141407,0.00002436271913930712
"page:6 may","6 May","page","article","article","https://oldschool.runescape.wiki/w/6_May",,,,,,8,25,19,23.5,8,22,0.00007398397069039083,0.00008495476612028958
"category:6 may updates","6 May updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000028241828658655274,0.00002436271913930712
"page:6 november","6 November","page","article","article","https://oldschool.runescape.wiki/w/6_November",,,,,,10,28,17,26.5,10,25,0.00004397673350611123,0.000043707586321287433
"category:6 november updates","6 November updates","category",,,,,,,,,1,0,0.5,0,0,0,0.000027609107774801598,0.00002436271913930712
"page:6 october","6 October","page","article","article","https://oldschool.runescape.wiki/w/6_October",,,,,,6,28,27,26.5,6,25,0.00007622251615291968,0.00007431184974265202
